日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-05-09,300750,245.07,247.27,248.77,243.65,236933,5858468263.0,2.1,1.52,3.7,0.61
2025-05-12,300750,254.0,256.0,256.99,252.0,302315,7731591601.0,2.02,3.53,8.73,0.77
2025-05-13,300750,261.0,257.77,261.0,254.02,204806,5281511474.0,2.73,0.69,1.77,0.52
2025-05-14,300750,257.77,261.6,263.46,255.01,231463,6020688165.0,3.28,1.49,3.83,0.59
2025-05-15,300750,261.62,259.18,261.87,258.6,141119,3685574613.0,1.25,-0.93,-2.42,0.36
2025-05-16,300750,258.14,258.36,260.73,256.73,189001,4904611047.0,1.54,-0.32,-0.82,0.48
2025-05-19,300750,259.5,259.0,259.54,256.27,169740,4399897902.0,1.27,0.25,0.64,0.43
2025-05-20,300750,263.44,262.0,264.5,254.2,346424,9053425367.0,3.98,1.16,3.0,0.89
2025-05-21,300750,265.99,273.08,278.99,264.8,565245,15470587405.0,5.42,4.23,11.08,1.45
2025-05-22,300750,276.8,269.37,276.94,267.27,276081,7470701466.0,3.54,-1.36,-3.71,0.71
2025-05-23,300750,270.01,265.99,273.0,265.95,230004,6218224096.0,2.62,-1.25,-3.38,0.59
2025-05-26,300750,264.0,254.9,265.38,251.9,330122,8477228630.0,5.07,-4.17,-11.09,0.85
2025-05-27,300750,254.89,252.99,256.21,251.39,176680,4491281265.0,1.89,-0.75,-1.91,0.45
2025-05-28,300750,254.61,252.6,257.27,252.32,154563,3946773465.0,1.96,-0.15,-0.39,0.4
2025-05-29,300750,252.0,250.85,252.98,248.0,217883,5487937547.0,1.97,-0.69,-1.75,0.56
2025-05-30,300750,249.9,249.0,251.65,246.47,204337,5107325147.0,2.06,-0.74,-1.85,0.52
2025-06-03,300750,251.0,250.15,252.9,249.44,158412,3989341996.0,1.39,0.46,1.15,0.41
2025-06-04,300750,251.5,250.05,252.6,249.7,130402,3285855858.0,1.16,-0.04,-0.1,0.33
2025-06-05,300750,250.36,250.5,251.44,247.27,135259,3386751734.0,1.67,0.18,0.45,0.35
2025-06-06,300750,251.0,247.88,252.33,247.5,165515,4138221069.0,1.93,-1.05,-2.62,0.42
2025-06-09,300750,247.88,244.58,249.88,244.5,185498,4593124638.0,2.17,-1.33,-3.3,0.48
2025-06-10,300750,244.0,242.14,245.86,241.22,139325,3406606343.0,1.9,-1.0,-2.44,0.36
2025-06-11,300750,245.09,249.5,251.44,243.8,279934,7006354612.0,3.16,3.04,7.36,0.72
2025-06-12,300750,251.0,248.81,251.5,247.77,175696,4386403720.0,1.49,-0.28,-0.69,0.45
2025-06-13,300750,247.1,247.2,249.41,245.37,174032,4322411795.0,1.62,-0.65,-1.61,0.45
2025-06-16,300750,247.0,245.66,247.7,244.8,122176,3013514215.0,1.17,-0.62,-1.54,0.31
2025-06-17,300750,245.96,245.26,247.43,244.22,97650,2407928749.0,1.31,-0.16,-0.4,0.25
2025-06-18,300750,245.98,244.57,248.58,244.57,104606,2586543839.0,1.64,-0.28,-0.69,0.27
2025-06-19,300750,244.3,241.1,245.16,240.6,147985,3604508604.0,1.86,-1.42,-3.47,0.38
2025-06-20,300750,240.06,239.26,242.12,238.5,136883,3293985956.0,1.5,-0.76,-1.84,0.35
2025-06-23,300750,238.3,238.61,239.6,237.03,127099,3040680713.0,1.07,-0.27,-0.65,0.33
2025-06-24,300750,239.58,244.92,247.08,239.58,235011,5767361453.0,3.14,2.64,6.31,0.6
2025-06-25,300750,245.5,253.9,254.88,245.0,315377,7930320892.0,4.03,3.67,8.98,0.81
2025-06-26,300750,254.88,251.79,255.29,251.36,199145,5062386536.0,1.55,-0.83,-2.11,0.51
2025-06-27,300750,255.5,249.99,256.45,249.11,236201,5985026676.0,2.92,-0.71,-1.8,0.61
2025-06-30,300750,250.5,251.22,252.5,248.7,176234,4434817078.0,1.52,0.49,1.23,0.41
2025-07-01,300750,251.5,250.5,251.74,248.88,95323,2395104336.0,1.14,-0.29,-0.72,0.22
2025-07-02,300750,250.5,249.45,251.01,248.19,115714,2897311834.0,1.13,-0.42,-1.05,0.27
2025-07-03,300750,250.47,261.59,262.21,249.59,338037,8746803693.0,5.06,4.87,12.14,0.79
2025-07-04,300750,264.01,264.8,268.98,259.98,272060,7214227943.0,3.44,1.23,3.21,0.64
2025-07-07,300750,264.8,259.89,267.88,257.88,174665,4568972964.0,3.78,-1.85,-4.91,0.41
2025-07-08,300750,259.7,262.31,264.9,258.82,155923,4104293094.0,2.34,0.93,2.42,0.37
2025-07-09,300750,261.2,269.8,273.46,261.1,293884,7948423738.0,4.71,2.86,7.49,0.69
2025-07-10,300750,273.99,271.0,273.99,267.5,242393,6594201202.0,2.41,0.44,1.2,0.57
2025-07-11,300750,270.5,270.5,273.0,269.1,213282,5798544034.0,1.44,-0.18,-0.5,0.5
2025-07-14,300750,270.0,267.5,270.32,265.1,149789,4013693003.0,1.93,-1.11,-3.0,0.35
2025-07-15,300750,267.5,266.75,271.5,265.0,169526,4553827628.0,2.43,-0.28,-0.75,0.4
2025-07-16,300750,267.5,263.4,267.7,262.04,156265,4135841242.0,2.12,-1.26,-3.35,0.37
2025-07-17,300750,264.37,264.5,266.75,263.36,145110,3852746250.0,1.29,0.42,1.1,0.34
2025-07-18,300750,267.7,270.2,271.45,264.8,221866,5981601234.0,2.51,2.16,5.7,0.52
2025-07-21,300750,276.0,278.66,281.0,272.55,324863,9047295148.0,3.13,3.13,8.46,0.76
2025-07-22,300750,279.0,285.66,289.0,278.18,333090,9468912161.0,3.88,2.51,7.0,0.78
2025-07-23,300750,287.16,286.02,289.75,285.59,200190,5772653125.0,1.46,0.13,0.36,0.47
2025-07-24,300750,288.0,284.2,288.2,281.91,223891,6394082072.0,2.2,-0.64,-1.82,0.53
2025-07-25,300750,284.2,281.8,284.2,280.75,134326,3802835260.0,1.21,-0.84,-2.4,0.32
2025-07-28,300750,282.02,285.3,288.09,280.3,238973,6830867028.0,2.76,1.24,3.5,0.56
2025-07-29,300750,285.7,290.82,291.0,285.68,233946,6785427583.0,1.86,1.93,5.52,0.55
2025-07-30,300750,291.2,276.09,291.2,275.36,415943,11712764593.0,5.45,-5.06,-14.73,0.98
2025-07-31,300750,279.8,263.62,280.98,263.62,447104,12088514551.0,6.29,-4.52,-12.47,1.05
2025-08-01,300750,263.8,262.07,265.6,261.75,252500,6682814646.0,1.46,-0.59,-1.55,0.59
2025-08-04,300750,262.0,265.48,267.0,260.7,237682,6286238371.0,2.4,1.3,3.41,0.56
2025-08-05,300750,266.5,264.7,268.0,262.5,219760,5844478669.0,2.07,-0.29,-0.78,0.52
2025-08-06,300750,264.22,264.0,265.9,262.23,153233,4058482395.0,1.39,-0.26,-0.7,0.36
2025-08-07,300750,264.0,262.05,265.49,261.2,165481,4363462114.0,1.63,-0.74,-1.95,0.39
2025-08-08,300750,263.0,262.48,265.16,261.01,174282,4604736202.0,1.58,0.16,0.43,0.41
2025-08-11,300750,262.48,262.66,265.15,261.5,213309,5627553110.0,1.39,0.07,0.18,0.5
2025-08-12,300750,262.5,262.25,264.18,256.72,222407,5829140856.0,2.84,-0.16,-0.41,0.52
2025-08-13,300750,263.77,272.6,274.0,263.51,394668,10661084796.0,4.0,3.95,10.35,0.93
2025-08-14,300750,275.89,278.89,281.0,273.48,371708,10378442059.0,2.76,2.31,6.29,0.87
2025-08-15,300750,277.38,279.67,281.3,275.1,241092,6735591187.0,2.22,0.28,0.78,0.57
2025-08-18,300750,279.67,282.0,284.48,277.02,285288,8056186541.0,2.67,0.83,2.33,0.67
2025-08-19,300750,282.0,276.8,283.0,275.22,244286,6816442573.0,2.76,-1.84,-5.2,0.57
2025-08-20,300750,277.5,279.2,279.99,272.05,233535,6414344336.0,2.87,0.87,2.4,0.55
2025-08-21,300750,279.27,279.0,281.8,278.0,182698,5103914720.0,1.36,-0.07,-0.2,0.43
2025-08-22,300750,278.93,287.18,289.35,278.6,264219,7543698627.0,3.85,2.93,8.18,0.62
2025-08-25,300750,290.0,290.28,293.88,286.78,312297,9046692965.0,2.47,1.08,3.1,0.73
2025-08-26,300750,287.02,289.5,290.99,285.58,230245,6648848315.0,1.86,-0.27,-0.78,0.54
2025-08-27,300750,289.0,278.3,289.54,278.19,382584,10859010299.0,3.92,-3.87,-11.2,0.9
2025-08-28,300750,276.06,277.41,278.99,272.72,304664,8407974991.0,2.25,-0.32,-0.89,0.72
2025-08-29,300750,278.31,306.18,316.66,277.95,780139,23482893636.0,13.95,10.37,28.77,1.83
2025-09-01,300750,306.5,304.0,306.9,299.3,429964,13012795663.0,2.48,-0.71,-2.18,1.01
2025-09-02,300750,304.03,302.87,311.1,299.03,371169,11289093082.0,3.97,-0.37,-1.13,0.87
2025-09-03,300750,303.5,309.0,311.65,303.03,508975,15640548986.0,2.85,2.02,6.13,1.2
2025-09-04,300750,313.47,304.03,323.33,300.63,657548,20442631453.0,7.35,-1.61,-4.97,1.55
2025-09-05,300750,299.9,325.11,325.11,299.82,708198,22440211715.0,8.32,6.93,21.08,1.67
2025-09-08,300750,334.0,325.37,337.65,323.5,588346,19349632049.0,4.35,0.08,0.26,1.38
2025-09-09,300750,322.8,320.0,334.58,317.16,434024,14085497657.0,5.35,-1.65,-5.37,1.02
2025-09-10,300750,317.99,316.04,322.0,313.0,367527,11649703595.0,2.81,-1.24,-3.96,0.86
2025-09-11,300750,315.55,322.55,322.98,309.04,380345,12060756826.0,4.41,2.06,6.51,0.89
2025-09-12,300750,325.9,325.0,329.9,322.2,338713,11031032652.0,2.39,0.76,2.45,0.8
2025-09-15,300750,346.01,354.7,371.52,344.02,718410,25586615240.0,8.46,9.14,29.7,1.69
2025-09-16,300750,356.11,353.42,359.0,348.5,377445,13325722241.0,2.96,-0.36,-1.28,0.89
2025-09-17,300750,356.8,377.1,381.88,354.0,543771,20113064234.0,7.89,6.7,23.68,1.28
2025-09-18,300750,374.59,366.89,380.0,360.8,518897,19308545613.0,5.09,-2.71,-10.21,1.22
2025-09-19,300750,365.0,368.49,375.71,361.72,339149,12515443886.0,3.81,0.44,1.6,0.8
2025-09-22,300750,370.5,370.05,372.72,362.78,285278,10474484764.0,2.7,0.42,1.56,0.67
2025-09-23,300750,368.0,368.15,376.96,360.0,348493,12813882349.0,4.58,-0.51,-1.9,0.82
2025-09-24,300750,371.0,379.93,380.0,366.06,383145,14311189086.0,3.79,3.2,11.78,0.9
2025-09-25,300750,376.6,392.85,402.59,376.47,466393,18251421707.0,6.87,3.4,12.92,1.1
2025-09-26,300750,392.02,380.4,399.99,380.0,362633,14106499741.0,5.09,-3.17,-12.45,0.85
2025-09-29,300750,386.34,397.37,399.89,386.01,389647,15381134070.0,3.65,4.46,16.97,0.92
2025-09-30,300750,396.0,402.0,408.88,396.0,330313,13278445666.0,3.24,1.17,4.63,0.78
2025-10-09,300750,399.98,409.89,424.36,399.74,412088,16989122538.0,6.12,1.96,7.89,0.97
2025-10-10,300750,401.0,381.95,403.8,379.01,533118,20684330795.0,6.05,-6.82,-27.94,1.25
2025-10-13,300750,362.86,374.5,384.6,362.86,471510,17618650276.0,5.69,-1.95,-7.45,1.11
2025-10-14,300750,381.0,358.0,385.8,355.77,496399,18319370880.0,8.02,-4.41,-16.5,1.17
2025-10-15,300750,358.5,369.3,369.71,354.76,369934,13383852916.0,4.18,3.16,11.3,0.87
2025-10-16,300750,367.5,368.5,373.9,364.5,276295,10185159269.0,2.55,-0.22,-0.8,0.65
2025-10-17,300750,367.5,358.14,375.0,356.99,319058,11588825855.0,4.89,-2.81,-10.36,0.75
2025-10-20,300750,365.0,366.5,368.89,359.53,284324,10372513059.0,2.61,2.33,8.36,0.67
2025-10-21,300750,373.0,375.9,381.35,363.1,446329,16784956526.0,4.98,2.56,9.4,1.05
2025-10-22,300750,375.9,372.86,378.88,368.2,219459,8178934535.0,2.84,-0.81,-3.04,0.52
2025-10-23,300750,373.8,376.45,378.8,369.0,239981,8982628026.0,2.63,0.96,3.59,0.56
2025-10-24,300750,379.97,385.77,387.8,378.0,320416,12276721104.0,2.6,2.48,9.32,0.75
2025-10-27,300750,393.0,386.18,393.0,376.57,404510,15542852577.0,4.26,0.11,0.41,0.95
2025-10-28,300750,386.16,386.48,393.8,383.02,287083,11160796766.0,2.79,0.08,0.3,0.67
2025-10-29,300750,386.0,400.0,400.04,384.7,344740,13644645225.0,3.97,3.5,13.52,0.81
2025-10-30,300750,405.98,398.29,409.08,396.83,343061,13797530228.0,3.06,-0.43,-1.71,0.81
2025-10-31,300750,398.0,388.77,406.8,388.2,340484,13515773431.0,4.67,-2.39,-9.52,0.8
2025-11-03,300750,387.0,386.86,391.91,375.77,263682,10106566781.0,4.15,-0.49,-1.91,0.62
2025-11-04,300750,383.06,378.95,386.5,374.0,239391,9091842152.0,3.23,-2.04,-7.91,0.56
2025-11-05,300750,372.85,388.7,393.0,372.0,311425,11937586811.0,5.54,2.57,9.75,0.73
2025-11-06,300750,390.0,394.68,399.49,388.7,234475,9261688311.0,2.78,1.54,5.98,0.55
2025-11-07,300750,393.5,395.37,397.51,388.88,165549,6516185370.0,2.19,0.17,0.69,0.39
2025-11-10,300750,398.4,384.51,400.31,383.32,238960,9267204047.0,4.3,-2.75,-10.86,0.56
2025-11-11,300750,386.0,385.6,394.77,384.5,193032,7500041113.0,2.67,0.28,1.09,0.45
2025-11-12,300750,390.78,386.38,392.99,383.98,212998,8261238196.0,2.34,0.2,0.78,0.5
2025-11-13,300750,385.05,415.6,421.3,385.05,562654,22945441956.0,9.38,7.56,29.22,1.32
2025-11-14,300750,407.0,404.12,414.6,403.88,241721,9879119548.0,2.58,-2.76,-11.48,0.57
2025-11-17,300750,388.0,390.78,392.4,382.5,476855,18542294255.0,2.45,-3.3,-13.34,1.12
2025-11-18,300750,389.0,385.0,398.63,381.0,395658,15353867656.0,4.51,-1.48,-5.78,0.93
2025-11-19,300750,385.5,391.1,398.44,384.96,292667,11462348543.0,3.5,1.58,6.1,0.69
2025-11-20,300750,394.9,379.39,395.0,377.01,336743,12895238922.0,4.6,-2.99,-11.71,0.79
2025-11-21,300750,375.0,370.0,383.0,370.0,316313,11850710342.0,3.43,-2.48,-9.39,0.74
2025-11-24,300750,373.8,370.55,374.9,367.18,228458,8464724008.0,2.09,0.15,0.55,0.54
2025-11-25,300750,375.0,372.36,379.66,370.59,206332,7733117131.0,2.45,0.49,1.81,0.48
2025-11-26,300750,375.5,372.82,375.5,370.07,189107,7048903988.0,1.46,0.12,0.46,0.44
2025-11-27,300750,373.0,371.2,378.88,370.0,222003,8289124681.0,2.38,-0.43,-1.62,0.52
2025-11-28,300750,370.5,373.2,375.48,366.16,203403,7542337298.0,2.51,0.54,2.0,0.48
2025-12-01,300750,374.76,382.97,382.97,374.03,267510,10120862870.0,2.4,2.62,9.77,0.63
2025-12-02,300750,383.5,380.08,384.98,377.4,163485,6220569501.0,1.98,-0.75,-2.89,0.38
2025-12-03,300750,380.09,376.08,383.37,375.0,139911,5294871742.0,2.2,-1.05,-4.0,0.33
2025-12-04,300750,379.19,383.35,383.6,375.15,191658,7299943081.0,2.25,1.93,7.27,0.45
2025-12-05,300750,387.2,389.09,389.31,382.0,232916,9004580815.0,1.91,1.5,5.74,0.55
2025-12-08,300750,390.43,392.5,395.38,385.5,216598,8476698700.0,2.54,0.88,3.41,0.51
2025-12-09,300750,391.5,387.59,392.26,386.0,186918,7255076087.0,1.59,-1.25,-4.91,0.44
2025-12-10,300750,385.05,382.38,388.0,377.26,194334,7399361240.0,2.77,-1.34,-5.21,0.46
2025-12-11,300750,384.9,388.99,398.86,383.38,282154,11089031994.0,4.05,1.73,6.61,0.66
2025-12-12,300750,392.0,391.8,393.39,385.5,240020,9355490916.0,2.03,0.72,2.81,0.56
2025-12-15,300750,391.5,385.5,394.97,385.21,182750,7099251459.0,2.49,-1.61,-6.3,0.43
2025-12-16,300750,386.0,378.41,389.08,378.03,191217,7292054834.0,2.87,-1.84,-7.09,0.45
2025-12-17,300750,376.45,383.42,384.5,375.06,222574,8453303233.0,2.49,1.32,5.01,0.52
2025-12-18,300750,379.57,372.0,380.95,370.01,296393,11079385459.0,2.85,-2.98,-11.42,0.7
2025-12-19,300750,374.08,374.0,377.68,370.8,175599,6572807889.0,1.85,0.54,2.0,0.41
2025-12-22,300750,376.0,371.84,377.99,368.1,254935,9489773616.0,2.64,-0.58,-2.16,0.6
2025-12-23,300750,372.0,378.1,380.5,371.6,236041,8879315764.0,2.39,1.68,6.26,0.55
2025-12-24,300750,378.08,375.6,378.08,372.0,210884,7902857946.0,1.61,-0.66,-2.5,0.5
2025-12-25,300750,374.21,373.01,374.21,369.12,203431,7559336244.0,1.36,-0.69,-2.59,0.48
2025-12-26,300750,372.96,374.43,378.0,370.1,257237,9616116052.0,2.12,0.38,1.42,0.6
2025-12-29,300750,374.0,369.31,374.43,368.0,241241,8924502782.0,1.72,-1.37,-5.12,0.57
2025-12-30,300750,367.1,369.2,371.0,366.56,190308,7014015793.0,1.2,-0.03,-0.11,0.45
2025-12-31,300750,369.79,367.26,372.0,367.15,160266,5920431545.0,1.31,-0.53,-1.94,0.38
2026-01-05,300750,370.0,377.5,378.0,368.19,336881,12583419573.0,2.67,2.79,10.24,0.79
2026-01-06,300750,380.0,373.99,380.5,369.04,341477,12764795666.0,3.04,-0.93,-3.51,0.8
2026-01-07,300750,372.95,371.01,375.48,368.49,262285,9730943679.0,1.87,-0.8,-2.98,0.62
2026-01-08,300750,368.0,369.21,373.33,367.0,269590,9962397479.0,1.71,-0.49,-1.8,0.63
2026-01-09,300750,369.17,369.23,377.63,367.01,314772,11681035309.0,2.88,0.01,0.02,0.74
2026-01-12,300750,368.0,361.68,368.0,351.66,488307,17505537198.0,4.43,-2.04,-7.55,1.15
2026-01-13,300750,366.25,359.0,367.77,357.0,296709,10745692370.0,2.98,-0.74,-2.68,0.7
2026-01-14,300750,360.03,353.98,361.22,351.71,380834,13553362724.0,2.65,-1.4,-5.02,0.89
2026-01-15,300750,352.75,353.75,358.28,351.8,323709,11474019059.0,1.83,-0.06,-0.23,0.76
2026-01-16,300750,357.99,352.32,361.72,351.51,319818,11350569563.0,2.89,-0.4,-1.43,0.75
2026-01-19,300750,351.47,348.9,355.34,345.33,338643,11842421263.0,2.84,-0.97,-3.42,0.8
2026-01-20,300750,350.0,349.6,356.91,347.9,354406,12466608900.0,2.58,0.2,0.7,0.83
2026-01-21,300750,351.94,349.81,357.69,349.0,393936,13919426404.0,2.49,0.06,0.21,0.93
2026-01-22,300750,351.03,345.8,353.73,339.5,459948,15851213229.0,4.07,-1.15,-4.01,1.08
2026-01-23,300750,348.01,347.0,350.0,343.25,339761,11775914385.0,1.95,0.35,1.2,0.8
2026-01-26,300750,352.02,342.05,352.55,341.21,332914,11468681279.0,3.27,-1.43,-4.95,0.78
2026-01-27,300750,344.89,339.4,344.9,334.02,322949,10953698562.0,3.18,-0.77,-2.65,0.76
2026-01-28,300750,337.88,339.99,344.0,333.01,463082,15638344008.0,3.24,0.17,0.59,1.09
2026-01-29,300750,340.5,341.89,345.16,338.16,338444,11569006794.0,2.06,0.56,1.9,0.8
2026-01-30,300750,348.4,350.0,353.76,344.1,486501,17048600000.0,2.83,2.37,8.11,1.14
2026-02-02,300750,357.0,348.98,357.99,344.13,391917,13766144457.0,3.96,-0.29,-1.02,0.92
2026-02-03,300750,349.0,347.91,352.8,343.5,265163,9220045792.0,2.66,-0.31,-1.07,0.62
2026-02-04,300750,350.96,365.03,366.65,347.51,485317,17369398061.0,5.5,4.92,17.12,1.14
2026-02-05,300750,365.77,362.94,366.75,356.02,284272,10268243283.0,2.94,-0.57,-2.09,0.67
2026-02-06,300750,359.32,369.11,372.88,358.01,393726,14514523059.0,4.1,1.7,6.17,0.92
2026-02-09,300750,370.5,368.82,372.5,362.6,274486,10080946318.0,2.68,-0.08,-0.29,0.64
2026-02-10,300750,365.17,364.97,370.8,364.0,185635,6798020174.0,1.84,-1.04,-3.85,0.44
2026-02-11,300750,366.9,368.0,370.99,364.5,196535,7239804070.0,1.78,0.83,3.03,0.46
2026-02-12,300750,370.0,375.87,377.88,368.03,277546,10410892196.0,2.68,2.14,7.87,0.65
2026-02-13,300750,375.61,365.34,377.0,365.01,223145,8229700941.0,3.19,-2.8,-10.53,0.52
2026-02-24,300750,372.64,361.95,373.5,361.95,226951,8316534692.0,3.16,-0.93,-3.39,0.53
2026-02-25,300750,363.69,362.18,366.6,360.1,187166,6802110618.0,1.8,0.06,0.23,0.44
2026-02-26,300750,356.05,346.0,358.2,343.5,435414,15108143010.0,4.06,-4.47,-16.18,1.02
2026-02-27,300750,347.12,342.01,348.94,342.01,254466,8775054149.0,2.0,-1.15,-3.99,0.6
2026-03-02,300750,341.0,340.22,344.9,336.68,283513,9643254983.0,2.4,-0.52,-1.79,0.67
2026-03-03,300750,346.33,344.07,354.35,344.03,400075,13919957237.0,3.03,1.13,3.85,0.94
2026-03-04,300750,341.1,338.9,342.02,334.2,250804,8468604901.0,2.27,-1.5,-5.17,0.59
2026-03-05,300750,344.58,350.25,353.85,342.66,310061,10819502021.0,3.3,3.35,11.35,0.73
2026-03-06,300750,349.0,354.77,357.02,344.66,209631,7388868682.0,3.53,1.29,4.52,0.49
2026-03-09,300750,348.84,357.5,359.85,345.06,317976,11217996825.0,4.17,0.77,2.73,0.75
2026-03-10,300750,375.0,376.3,379.77,366.5,507417,19049080512.0,3.71,5.26,18.8,1.19
2026-03-11,300750,379.58,396.8,403.55,378.98,575987,22642696276.0,6.53,5.45,20.5,1.35
2026-03-12,300750,400.0,395.5,400.9,392.7,291504,11537671606.0,2.07,-0.33,-1.3,0.68
2026-03-13,300750,393.88,397.0,403.99,393.8,355826,14201304444.0,2.58,0.38,1.5,0.84
2026-03-16,300750,401.77,408.4,413.17,398.0,373521,15195015004.0,3.82,2.87,11.4,0.88
2026-03-17,300750,415.78,405.0,420.0,404.56,359807,14787230789.0,3.78,-0.83,-3.4,0.85
2026-03-18,300750,405.36,402.02,406.0,396.77,265300,10653633584.0,2.28,-0.74,-2.98,0.62
2026-03-19,300750,401.94,400.5,414.0,400.0,292866,11867380765.0,3.48,-0.38,-1.52,0.69
2026-03-20,300750,405.08,413.0,422.08,400.13,537297,22252017693.0,5.48,3.12,12.5,1.26
2026-03-23,300750,417.33,401.99,417.36,398.75,446141,18193336487.0,4.51,-2.67,-11.01,1.05
2026-03-24,300750,405.0,396.99,411.9,388.0,364105,14439124609.0,5.95,-1.24,-5.0,0.86
2026-03-25,300750,393.0,397.81,400.5,387.8,267528,10553996246.0,3.2,0.21,0.82,0.63
2026-03-26,300750,393.84,402.5,413.72,392.0,267637,10811439764.0,5.46,1.18,4.69,0.63
2026-03-27,300750,406.12,416.18,418.33,401.73,302580,12465856864.0,4.12,3.4,13.68,0.71
2026-03-30,300750,413.0,413.0,418.85,405.6,253484,10440376424.0,3.18,-0.76,-3.18,0.6
2026-03-31,300750,413.0,401.7,416.95,401.58,249256,10159878345.0,3.72,-2.74,-11.3,0.59
2026-04-01,300750,409.73,405.71,409.87,396.0,231701,9384266504.0,3.45,1.0,4.01,0.54
